packet_count,unique_dst_ports,avg_packet_size,tcp_flag,udp_flag,flow_duration,label
2,1,126,0,1,0,0
213,5,0,1,0,0,1
7,1,0,1,0,0,1
511,1,0,1,0,0,1
5,6,62854,1,0,0,1
1,42,8,0,0,0,1
82,1,0,1,0,0,1
1,1,12505,1,0,0,0
4,11,1262,1,0,0,0
249,1,0,1,0,0,1
104,8,0,1,0,0,1
12,13,625,1,0,0,0
2,2,12,1,0,0,0
80,160,179,0,1,0,0
3,4,2184,1,0,0,0
2,2,1081,1,0,0,0
1,2,2139,1,0,0,0
3,3,480,1,0,0,0
250,18,0,1,0,0,1
1,1,461,1,0,33,0
15,15,2676,1,0,0,0
261,2,0,1,0,0,1
1,1,0,1,0,0,0
274,8,0,1,0,0,1
147,16,0,1,0,0,1
148,148,119,0,1,0,0
1,22,8,0,0,0,1
510,510,1032,0,0,0,1
142,13,0,1,0,0,1
3,11,494,1,0,0,0
5,20,600,1,0,0,0
29,29,0,1,0,0,0
140,14,0,1,0,0,1
2,2,252,0,1,10,0
253,12,0,1,0,0,1
65,3,0,1,0,0,1
1,1,9301,1,0,0,0
1,4,1093,1,0,1,0
8,9,943,1,0,0,0
327,1,0,1,0,0,1
111,18,0,1,0,0,1
1,1,6218,1,0,0,0
106,107,119,0,1,0,0
132,3,0,1,0,0,1
10,11,2795,1,0,0,0
70,19,0,1,0,0,1
295,25,0,1,0,0,1
13,13,665,1,0,0,0
1,1,0,1,0,0,0
5,5,521,1,0,0,0
316,1,0,1,0,0,1
11,12,5859,1,0,0,0
14,29,903,1,0,0,0
55,1,0,1,0,0,1
26,1,78,0,0,0,0
102,3,0,1,0,0,1
125,23,0,1,0,0,1
42,42,45483,1,0,0,0
1,1,100,0,1,0,0
114,5,0,1,0,0,1
226,13,0,1,0,0,1
31,35,904,1,0,0,0
1,11,8,0,0,0,1
1,1,0,1,0,0,1
2,3,3157,1,0,0,0
5,14,420,1,0,0,0
125,2,0,1,0,0,1
4,7,18113,1,0,0,0
104,184,92,0,1,0,0
1,1,5177,1,0,0,0
1,1,3895,1,0,0,0
1,1,252,0,1,3774,0
1,1,495,1,0,0,0
1,1,5838,1,0,0,0
268,18,0,1,0,0,1
4,4,3676,1,0,0,0
8,8,5645,1,0,0,0
128,17,0,1,0,0,1
160,160,1032,0,0,0,1
112,3,0,1,0,0,1
1,10,8,0,0,0,1
161,12,0,1,0,0,1
15,15,7862,1,0,0,0
165,19,0,1,0,0,1
248,2,0,1,0,0,1
12,29,1160,1,0,0,0
74,151,178,0,1,0,0
33,33,1,0,1,0,1
1,1,0,1,0,0,1
290,16,0,1,0,0,1
1,1,252,0,1,0,0
80,20,0,1,0,0,1
29,1,0,1,0,0,1
275,4,0,1,0,0,1
66,143,174,0,1,0,0
1,1,250,0,1,11905,0
1,1,31494,1,0,16549,0
270,18,0,1,0,0,1
10,10,1850,1,0,0,0
290,19,0,1,0,0,1
6,6,2364,1,0,0,0
121,15,0,1,0,0,1
4,13,2071,1,0,0,0
6,14,1837,1,0,0,0
195,19,0,1,0,0,1
1,1,250,0,1,249,0
10,15,725,1,0,0,0
2,2,305,1,0,0,1
11,17,807,1,0,0,0
110,19,0,1,0,0,1
2,2,0,1,0,0,1
460,1,0,1,0,0,1
6,10,84,0,1,0,0
298,19,0,1,0,0,1
2,2,26,1,0,0,0
16,8,0,1,0,0,1
511,511,1032,0,0,0,1
5,66,618,1,0,0,0
1,2,9686,1,0,0,0
1,1,9094,1,0,420,0
80,20,0,1,0,0,1
1,1,25728,1,0,11385,0
5,5,1082,1,0,0,0
245,244,113,0,1,0,0
510,510,1032,0,0,0,1
38,8,78,0,0,0,0
1,1,334,1,0,0,1
111,2,0,1,0,0,1
8,9,1122,1,0,0,0
10,10,1236,1,0,0,0
5,7,336,1,0,0,0
1,15,8,0,0,0,1
6,6,54964,1,0,0,0
66,146,168,0,1,0,0
1,1,0,1,0,0,0
180,179,162,0,1,0,0
1,2,1843,1,0,0,0
158,15,0,1,0,0,1
254,1,0,1,0,0,1
511,511,1032,0,0,0,1
197,10,0,1,0,0,1
1,1,361,1,0,0,0
1,1,6960,1,0,0,0
7,9,27698,1,0,0,0
1,1,1030,1,0,0,0
150,19,0,1,0,0,1
3,3,62854,1,0,0,1
13,14,1066,1,0,0,0
1,1,0,1,0,0,1
511,1,0,1,0,0,1
64,144,174,0,1,0,0
1,3,23179,1,0,0,0
200,10,0,1,0,0,1
55,205,179,0,1,0,0
14,14,1788,1,0,0,0
284,18,0,1,0,0,1
241,6,0,1,0,0,1
195,7,0,1,0,0,1
206,14,0,1,0,0,1
1,1,1563,1,0,2,0
28,29,678,1,0,0,0
280,14,0,1,0,0,1
17,17,1994,1,0,0,0
108,20,0,1,0,0,1
260,261,159,0,1,0,0
117,17,0,1,0,0,1
34,184,195,0,1,0,0
12,13,4533,1,0,0,0
3,8,68,0,1,0,0
2,2,1,1,0,22256,1
11,14,1605,1,0,0,0
1,1,2565,1,0,0,0
1,1,1142,1,0,0,0
1,40,8,0,0,0,1
292,19,0,1,0,0,1
12,12,2299,1,0,0,0
8,1,252,0,1,0,0
153,1,0,1,0,0,1
232,16,0,1,0,0,1
1,2,0,1,0,0,0
1,1,16,1,0,0,0
84,3,0,1,0,0,1
1,1,37375,1,0,0,0
8,9,660,1,0,0,0
5,5,3698,1,0,0,0
218,218,112,0,1,0,0
3,3,866,1,0,0,0
173,18,0,1,0,0,1
55,55,1462,1,0,0,0
60,16,0,1,0,0,1
141,19,0,1,0,0,1
257,11,0,1,0,0,1
247,13,0,1,0,0,1
234,3,0,1,0,0,1
113,2,0,1,0,0,1
21,21,4956,1,0,0,0
129,4,0,1,0,0,1
121,16,0,1,0,0,1
1,1,501760,1,0,0,0
2,2,27449,1,0,0,0
1,1,1792,1,0,0,0
104,16,0,1,0,0,1
1,19,8,0,0,0,1
164,10,0,1,0,0,1
2,1,0,1,0,0,1
220,296,180,0,1,0,0
12,11,0,1,0,0,1
21,21,3775,1,0,0,0
511,1,0,1,0,0,1
106,4,0,1,0,0,1
1,1,999,1,0,20,0
4,1,10804,1,0,7360,0
136,9,0,1,0,0,1
1,4,8,0,0,0,1
2,2,252,1,0,0,0
1,1,1109,1,0,0,0
9,8,0,1,0,0,1
251,13,0,1,0,0,1
16,52,551,1,0,0,0
150,17,0,1,0,0,1
23,23,59,1,0,0,0
114,114,115,0,1,0,0
217,3,0,1,0,0,1
2,2,1,1,0,31481,1
276,17,0,1,0,0,1
1,25,8,0,0,0,1
231,7,0,1,0,0,1
161,141,1,0,1,0,1
288,16,0,1,0,0,1
194,194,1032,0,0,0,1
148,12,0,1,0,0,1
2,2,62854,1,0,0,1
288,16,0,1,0,0,1
11,11,1849,1,0,0,0
1,1,1344,1,0,23,0
195,3,0,1,0,0,1
207,15,0,1,0,0,1
1,1,0,1,0,0,1
511,511,1032,0,0,0,1
245,6,0,1,0,0,1
112,12,0,1,0,0,1
11,11,3931,1,0,0,0
5,1,30,0,0,0,0
151,151,119,0,1,0,0
235,2,0,1,0,0,1
2,2,2964,1,0,0,0
282,18,0,1,0,0,1
1,2,3103,1,0,15,0
6,8,1715,1,0,0,0
23,20,0,1,0,0,1
1,33,8,0,0,0,1
33,33,1032,0,0,0,1
7,9,28679,1,0,0,0
5,5,1944,1,0,0,0
2,2,1403,1,0,0,0
9,9,4443,1,0,0,0
1,1,252,0,1,1440,0
252,1,0,1,0,0,1
192,25,0,1,0,0,1
133,5,0,1,0,0,1
1,1,1205,1,0,5,0
1,1,215,0,1,0,0
1,1,0,1,0,0,0
3,16,527,1,0,0,0
21,2,1,0,1,0,1
5,30,712,1,0,0,0
1,1,15,1,0,0,1
143,13,0,1,0,0,1
3,34,177,0,1,0,0
7,7,596,1,0,0,0
5,5,62854,1,0,0,1
2,2,1277,1,0,0,0
219,7,0,1,0,0,1
511,511,1032,0,0,0,1
201,9,0,1,0,0,1
103,104,115,0,1,0,0
2,2,26,1,0,0,0
148,8,0,1,0,0,1
2,2,1,1,0,30277,1
191,16,0,1,0,0,1
4,4,2051,1,0,0,0
1,36,1871,1,0,0,0
257,6,0,1,0,0,1
25,25,1412,1,0,0,0
2,2,1590,1,0,0,0
6,9,14274,1,0,0,0
48,2,0,1,0,0,1
35,38,591,1,0,0,0
33,37,2524,1,0,0,0
221,221,118,0,1,0,0
230,11,0,1,0,0,1
1,1,2125,1,0,0,0
135,16,0,1,0,0,1
3,2,1339,1,0,0,0
1,1,316936,1,0,22,0
237,237,1032,0,0,0,1
20,5,1,0,1,0,1
246,1,0,1,0,0,1
247,17,0,1,0,0,1
509,1,0,1,0,0,1
147,18,0,1,0,0,1
8,17,895,1,0,0,0
98,1,0,1,0,0,1
10,10,554,1,0,0,0
282,1,0,1,0,0,1
1,3,1480,0,0,0,1
1,26,8,0,0,0,1
4,4,5281,1,0,0,0
112,4,0,1,0,0,1
246,8,0,1,0,0,1
1,1,1629,1,0,0,0
128,18,0,1,0,0,1
144,13,0,1,0,0,1
145,18,0,1,0,0,1
1,1,250,0,1,0,0
1,1,1313,1,0,0,0
26,2,1,0,1,0,1
259,259,181,0,1,0,0
2,1,250,0,1,6860,0
4,4,11376,1,0,0,0
509,1,0,1,0,0,1
261,18,0,1,0,0,1
7,31,4515,1,0,0,0
2,2,0,1,0,0,0
2,2,105,0,1,0,0
3,23,2795,1,0,0,0
10,1,1,0,1,0,1
11,19,657,1,0,0,0
118,1,0,1,0,0,1
1,1,3713,1,0,1,1
5,5,62854,1,0,0,1
263,12,0,1,0,0,1
231,8,0,1,0,0,1
1,1,0,1,0,0,0
260,16,0,1,0,0,1
34,34,988,1,0,0,0
2,1,30,0,0,0,0
305,305,1032,0,0,0,1
11,11,31349,1,0,0,0
3,4,86,0,1,0,0
37,12,1,0,1,0,1
76,156,90,0,1,0,0
130,20,0,1,0,0,1
168,168,175,0,1,0,0
17,74,491,1,0,0,0
2,1,0,1,0,0,1
481,23,0,1,0,0,1
1,1,926,1,0,0,0
2,8,1430,1,0,0,0
71,142,178,0,1,0,0
21,1,0,1,0,0,1
1,1,1488,1,0,3,0
130,19,0,1,0,0,1
33,33,14835,1,0,0,0
1,1,7023,1,0,5213,0
3,1,6,1,0,5,1
147,23,0,1,0,0,1
4,5,62854,1,0,0,1
141,8,0,1,0,0,1
3,3,10899,1,0,0,0
78,159,173,0,1,0,0
1,2,34,0,1,0,0
1,3,3019,1,0,0,0
272,21,0,1,0,0,1
6,6,3221,1,0,0,0
244,8,0,1,0,0,1
148,228,175,0,1,0,0
1,3,1134,1,0,1,0
199,9,0,1,0,0,1
103,1,0,1,0,0,1
1,1,748,1,0,0,0
10,10,1619,1,0,0,0
64,144,170,0,1,0,0
13,13,3658,1,0,0,0
7,7,615,1,0,0,0
52,4,0,1,0,0,1
124,190,182,0,1,0,0
1,1,1705,1,0,36,0
129,1,0,1,0,0,1
16,20,699,1,0,0,0
273,273,120,0,1,0,0
2,2,2881,1,0,0,0
1,1,2881,1,0,0,0
2,5,14384,1,0,0,0
128,13,0,1,0,0,1
283,6,0,1,0,0,1
147,147,86,0,1,0,0
3,5,598,1,0,0,0
6,6,28,0,1,0,1
299,20,0,1,0,0,1
19,19,644,1,0,0,0
13,13,538,1,0,0,0
4,44,2813,1,0,0,0
92,6,0,1,0,0,1
84,16,0,1,0,0,1
6,17,628,1,0,0,0
1,1,2194619,1,0,2,0
3,3,2610,1,0,0,0
41,15,0,1,0,0,1
1,1,1551,1,0,9,0
7,7,373,1,0,0,0
14,1,1,0,1,0,1
279,18,0,1,0,0,1
102,2,0,1,0,0,1
112,4,0,1,0,0,1
101,11,0,1,0,0,1
247,14,0,1,0,0,1
14,14,2665,1,0,0,0
1,1,0,1,0,0,1
1,1,935,1,0,0,0
230,17,0,1,0,0,1
2,2,1,1,0,40315,1
511,511,1032,0,0,0,1
211,12,0,1,0,0,1
1,1,5058,1,0,0,0
2,2,192,1,0,0,0
1,1,30,0,0,0,0
1,1,1439,1,0,0,0
1,2,1913,1,0,1,0
9,10,986,1,0,0,0
14,14,902,1,0,0,0
218,295,183,0,1,0,0
1,50,8,0,0,0,1
1,1,0,1,0,0,1
267,5,0,1,0,0,1
142,18,0,1,0,0,1
1,1,12324,1,0,0,0
272,18,0,1,0,0,1
2,2,1,0,1,0,1
294,13,0,1,0,0,1
7,7,2804,1,0,0,0
9,9,1768,1,0,0,0
2,2,74,1,0,0,0
163,8,0,1,0,0,1
296,23,0,1,0,0,1
2,2,1,1,0,26508,1
3,70,488,1,0,0,0
2,2,30,0,0,0,0
1,1,251,0,1,1800,0
280,279,155,0,1,0,0
1,38,8,0,0,0,1
206,3,0,1,0,0,1
6,6,113,0,1,0,0
68,18,0,1,0,0,1
8,8,14636,1,0,0,0
1,1,370,1,0,0,0
103,19,0,1,0,0,1
9,9,91,0,0,0,0
8,8,1467,1,0,0,0
112,1,0,1,0,0,1
511,1,0,1,0,0,1
7,35,639,1,0,0,0
84,12,0,1,0,0,1
1,2,0,1,0,0,0
1,1,0,1,0,0,1
77,5,0,1,0,0,1
2,2,1,0,1,0,1
1,1,3723,1,0,0,0
1,1,9677,1,0,0,0
144,143,126,0,1,0,0
117,15,0,1,0,0,1
6,14,5475,1,0,0,0
511,511,1032,0,0,0,1
295,18,0,1,0,0,1
234,17,0,1,0,0,1
1,3,3052,1,0,0,0
177,7,0,1,0,0,1
253,5,0,1,0,0,1
244,8,0,1,0,0,1
202,2,0,1,0,0,1
16,22,2501,1,0,0,0
15,21,932,1,0,0,0
1,4,2180,1,0,11,0
6,11,1645,1,0,0,0
2,2,1584,1,0,0,0
1,1,3589,1,0,2,1
1,1,5621,1,0,27,0
1,1,14733,1,0,0,0
23,31,1109,1,0,0,0
64,144,178,0,1,0,0
268,17,0,1,0,0,1
3,22,3526,1,0,0,0
253,10,0,1,0,0,1
145,2,0,1,0,1,1
3,3,3008,1,0,0,0
12,20,1798,1,0,0,0
2,2,2191,1,0,0,0
16,16,581,1,0,0,0
15,32,1102,1,0,0,0
132,19,0,1,0,0,1
282,20,0,1,0,0,1
277,3,0,1,0,0,1
1,1,5267,1,0,4,0
92,3,0,1,0,0,1
12,1,1,0,1,0,1
244,1,0,1,0,0,1
36,89,176,0,1,0,0
273,31,0,1,0,0,1
25,25,11851,1,0,0,0
77,157,181,0,1,0,0
169,15,0,1,0,0,1
294,23,0,1,0,0,1
117,16,0,1,0,0,1
219,10,0,1,0,0,1
1,1,3283,1,0,0,0
105,4,0,1,0,0,1
11,11,3467,1,0,0,0
75,155,88,0,1,0,0
201,7,0,1,0,0,1
2,1,0,1,0,0,1
4,4,21158,1,0,0,0
27,4,0,1,0,0,1
293,13,0,1,0,0,1
1,2,1338,1,0,1,0
6,6,527,1,0,0,0
9,9,511,1,0,0,0
1,1,0,1,0,0,1
144,144,120,0,1,0,0
54,14,0,1,0,0,1
50,50,1925,1,0,0,0
60,16,0,1,0,0,1
3,4,5115,1,0,0,0
269,269,1032,0,0,0,1
5,5,5445,1,0,0,0
2,2,2194619,1,0,2,0
230,5,0,1,0,0,1
7,8,10244,1,0,0,0
8,8,16742,1,0,0,0
80,20,0,1,0,0,1
136,5,0,1,0,0,1
65,145,176,0,1,0,0
1,1,252,0,1,547,0
1,1,947,1,0,2,0
21,26,765,1,0,0,0
232,1,0,1,0,0,1
1,1,250,0,1,0,0
9,9,13465,1,0,0,0
15,15,1639,1,0,0,0
1,1,1642,1,0,0,0
169,169,86,0,1,0,0
80,160,175,0,1,0,0
1,1,215,0,1,0,1
5,5,8766,1,0,0,0
1,1,2240,1,0,1,0
1,1,4435,1,0,1,0
1,1,1911,1,0,37,0
1,39,34254,1,0,0,0
7,15,84,0,1,0,0
70,148,175,0,1,0,0
1,1,1149,1,0,0,0
229,229,86,0,1,0,0
9,9,710,1,0,0,0
1,2,956,1,0,0,0
205,5,0,1,0,0,1
4,4,1607,1,0,0,0
13,12,0,1,0,0,1
2,2,207,0,1,0,1
510,510,1032,0,0,0,1
199,7,0,1,0,0,1
1,1,18,0,0,0,1
111,16,0,1,0,0,1
188,15,0,1,0,0,1
263,6,0,1,0,0,1
3,17,25386,1,0,0,0
2,2,12,1,0,0,0
13,12,15876,1,0,0,0
2,2,1,1,0,40005,1
4,4,523,1,0,0,0
1,1,0,1,0,0,0
192,192,114,0,1,0,0
201,6,0,1,0,0,1
253,253,176,0,1,0,0
30,35,157,0,1,0,0
2,2,11275,1,0,0,0
224,24,0,1,0,0,1
175,9,0,1,0,0,1
7,7,3909,1,0,0,0
21,22,1802,1,0,0,0
2,3,1099,1,0,18,0
68,18,0,1,0,0,1
159,2,0,1,0,1,1
73,9,0,1,0,0,1
39,44,1614,1,0,0,0
240,2,0,1,0,0,1
1,2,2722,1,0,2,0
96,9,0,1,0,0,1
1,13,2713,1,0,0,0
214,290,172,0,1,0,0
6,6,20174,1,0,0,0
34,6,0,1,0,0,1
234,1,0,1,0,0,1
1,16,8,0,0,0,1
1,1,1405,1,0,1,0
148,1,0,1,0,0,1
98,98,28,0,1,0,1
1,1,192,1,0,0,0
1,1,1186,1,0,0,0
1,1,939,1,0,10,0
1,1,2094,1,0,0,0
2,2,35,1,0,0,0
1,2,748,1,0,0,0
2,2,631,1,0,0,0
13,13,649,1,0,0,0
2,2,12,1,0,0,0
275,9,0,1,0,0,1
26,31,4460,1,0,0,0
44,45,473,1,0,0,0
1,2,1168,1,0,1,0
1,29,8,0,0,0,1
5,12,1705,1,0,0,0
1,1,2975,1,0,8,0
1,1,114,0,1,0,0
1,1,0,1,0,0,0
1,21,1564,1,0,0,0
1,2,1659,1,0,0,0
288,287,176,0,1,0,0
1,1,5846,1,0,0,0
1,1,546,1,0,0,0
2,2,192,1,0,0,0
2,2,427,1,0,0,0
4,4,525,1,0,0,0
1,1,611,1,0,0,0
1,1,2480,1,0,0,0
61,1,0,1,0,0,1
12,12,4307,1,0,0,0
1,19,8,0,0,0,1
176,176,125,0,1,0,0
86,7,0,1,0,0,1
92,172,92,0,1,0,0
302,302,520,0,1,0,0
3,3,1649,1,0,0,0
295,3,0,1,0,0,1
11,11,1709,1,0,0,0
4,24,1322,1,0,0,0
511,511,1032,0,0,0,1
285,11,0,1,0,0,1
6,6,17928,1,0,0,0
101,19,0,1,0,0,1
78,158,178,0,1,0,0
130,4,0,1,0,0,1
120,8,0,1,0,0,1
18,18,843,1,0,0,0
429,2,0,1,0,2,1
2,21,0,1,0,0,0
1,1,0,1,0,0,1
1,1,4661,1,0,0,0
6,6,6859,1,0,0,0
104,17,0,1,0,0,1
224,15,0,1,0,0,1
5,5,28990,1,0,0,0
1,1,0,1,0,0,0
60,2,0,1,0,0,1
5,16,8821,1,0,0,0
129,3,0,1,0,0,1
1,1,0,1,0,0,0
220,20,0,1,0,0,1
244,8,0,1,0,0,1
132,1,0,1,0,0,1
1,47,8,0,0,0,1
1,1,1085,1,0,0,0
13,15,7753,1,0,0,0
1,1,0,1,0,0,0
384,1,0,1,0,0,1
7,7,9785,1,0,0,0
65,145,183,0,1,0,0
12,16,1722,1,0,0,0
150,25,0,1,0,0,1
1,1,1607,1,0,0,0
1,1,5133876,1,0,5060,1
2,1,146,0,1,0,0
1,1,64,0,0,0,0
11,11,804,1,0,0,0
14,14,621,1,0,0,0
1,28,8,0,0,0,1
457,457,520,0,1,0,0
1,1,334,1,0,0,1
1,2,1458,1,0,1,0
5,5,1696,1,0,0,0
138,6,0,1,0,0,1
12,12,832,1,0,0,0
1,1,1342,1,0,0,0
226,18,0,1,0,0,1
285,20,0,1,0,0,1
1,1,18,0,0,0,1
29,37,574,1,0,0,0
203,9,0,1,0,0,1
203,3,0,1,0,0,1
2,2,20745,1,0,0,0
73,5,0,1,0,0,1
1,1,8294,1,0,150,1
18,24,2057,1,0,0,0
5,6,1337,1,0,0,0
201,19,0,1,0,0,1
229,14,0,1,0,0,1
1,1,334,1,0,0,1
106,106,86,0,1,0,0
4,32,5724,1,0,0,0
8,1,252,0,1,0,0
256,257,142,0,1,0,0
1,2,1515,1,0,0,0
2,2,1403,1,0,0,0
285,23,0,1,0,0,1
1,1,0,1,0,0,0
1,1,3708,1,0,0,1
1,1,1109,1,0,0,0
261,8,0,1,0,0,1
14,19,1233,1,0,0,0
1,1,4,1,0,2,0
69,149,176,0,1,0,0
250,16,0,1,0,0,1
79,20,0,1,0,0,1
2,2,175337,1,0,0,0
14,14,1028,1,0,0,0
8,8,3072,1,0,0,0
1,3,0,1,0,0,0
30,30,1302,1,0,0,0
84,163,175,0,1,0,0
286,286,175,0,1,0,0
1,50,8,0,0,0,1
140,20,0,1,0,0,1
7,21,19166,1,0,0,0
13,13,16542,1,0,0,0
509,1,0,1,0,0,1
1,1,0,1,0,0,0
1,1,83,1,0,0,1
1,1,2778,1,0,4,0
2,5,544,1,0,0,0
3,1,146,0,1,0,0
124,15,0,1,0,0,1
1,1,9230,1,0,8800,0
57,59,642,1,0,0,0
5,5,1556,1,0,0,0
2,2,334,1,0,0,1
284,14,0,1,0,0,1
1,2,1461,1,0,0,0
11,11,5336,1,0,0,0
284,24,0,1,0,0,1
214,19,0,1,0,0,1
70,15,0,1,0,0,1
2,2,501760,1,0,0,0
13,13,3105,1,0,0,0
2,2,334,1,0,0,1
87,18,0,1,0,0,1
118,198,92,0,1,0,0
125,25,0,1,0,0,1
148,24,0,1,0,0,1
1,1,21068,1,0,76,0
79,4,0,1,0,0,1
111,10,0,1,0,0,1
1,1,2569,1,0,0,0
134,1,0,1,0,0,1
12,13,1867,1,0,0,0
109,18,0,1,0,0,1
300,18,0,1,0,0,1
300,25,0,1,0,0,1
220,9,0,1,0,0,1
1,1,5135678,1,0,5041,1
1,1,7012,1,0,0,0
238,11,0,1,0,0,1
510,510,1032,0,0,0,1
3,2,552,1,0,102,0
14,20,6143,1,0,0,0
121,8,0,1,0,0,1
26,26,846,1,0,0,0
220,1,0,1,0,0,1
511,511,1032,0,0,0,1
3,4,3044,1,0,0,0
511,511,1032,0,0,0,1
238,6,0,1,0,0,1
117,2,0,1,0,0,1
511,1,0,1,0,0,1
42,4,0,1,0,0,1
263,17,0,1,0,0,1
35,41,601,1,0,0,0
211,211,120,0,1,0,0
2,28,2055,1,0,0,0
248,14,0,1,0,0,1
159,6,0,1,0,0,1
6,6,719,1,0,0,0
68,68,1032,0,0,0,1
269,20,0,1,0,0,1
12,13,10337,1,0,0,0
230,15,0,1,0,0,1
6,6,557,1,0,0,0
5,23,760,1,0,0,0
1,1,1509,1,0,0,0
1,1,1542,1,0,12546,1
9,13,2086,1,0,0,0
134,10,0,1,0,0,1
12,12,3771,1,0,0,0
239,315,183,0,1,0,0
3,3,183,0,0,0,0
1,1,0,1,0,0,1
8,33,507,1,0,0,0
1,1,0,1,0,8,1
9,9,13227,1,0,0,0
1,2,0,1,0,0,0
117,197,88,0,1,0,0
396,396,1032,0,0,0,1
5,5,6811,1,0,0,0
232,309,176,0,1,0,0
2,2,30,0,0,0,0
1,1,10945,1,0,0,0
10,10,2231,1,0,0,0
141,19,0,1,0,0,1
9,10,1105,1,0,0,0
1,1,165,1,0,0,0
216,6,0,1,0,0,1
222,19,0,1,0,0,1
120,25,0,1,0,0,1
178,1,0,1,0,0,1
248,248,114,0,1,0,0
106,11,0,1,0,0,1
438,438,520,0,0,0,1
284,3,0,1,0,0,1
17,17,1027,1,0,0,0
4,4,1303,1,0,0,0
13,13,1201,1,0,0,0
284,11,0,1,0,0,1
3,3,62854,1,0,0,1
1,1,334,1,0,0,1
75,4,0,1,0,0,1
201,14,0,1,0,0,1
1,1,1569,1,0,0,0
6,2,0,1,0,0,1
1,1,5573,1,0,28,0
330,330,520,0,1,0,0
217,18,0,1,0,0,1
1,1,251,0,1,1105,0
1,1,252,0,1,0,0
115,18,0,1,0,0,1
271,24,0,1,0,0,1
132,15,0,1,0,0,1
1,2,922,1,0,2,0
24,25,6859,1,0,0,0
224,224,1032,0,0,0,1
2,19,9040,1,0,0,0
8,8,26408,1,0,0,0
6,8,0,1,0,0,1
9,9,2890,1,0,0,0
2,4,567,1,0,0,0
272,20,0,1,0,0,1
1,1,30,0,0,0,0
401,2,0,1,0,2,1
242,18,0,1,0,0,1
21,1,0,1,0,0,1
5,5,1120,1,0,0,0
297,19,0,1,0,0,1
166,8,0,1,0,0,1
1,1,18,0,0,0,1
256,9,0,1,0,0,1
51,24,1,0,1,0,1
113,115,168,0,1,0,0
61,16,0,1,0,0,1
2,1,1589,1,0,0,0
1,1,3043,1,0,15,0
509,1,0,1,0,0,1
2,1,1944,1,0,0,0
60,20,0,1,0,0,1
24,32,726,1,0,0,0
105,15,0,1,0,0,1
100,1,0,1,0,0,1
279,16,0,1,0,0,1
1,1,24210,1,0,0,0
7,7,1546,1,0,0,0
4,4,7955,1,0,0,0
1,1,3472,1,0,0,0
2,7,24856,1,0,0,0
124,8,0,1,0,0,1
1,1,30,0,0,0,0
107,18,0,1,0,0,1
2,2,12,1,0,0,0
1,1,0,1,0,0,0
194,14,0,1,0,0,1
1,16,8,0,0,0,1
4,4,1878,1,0,0,0
131,6,0,1,0,0,1
6,6,1199,1,0,0,0
1,1,0,1,0,0,0
142,18,0,1,0,0,1
41,8,0,1,0,0,1
2,3,641,1,0,0,0
5,25,5506,1,0,0,0
111,15,0,1,0,0,1
146,146,124,0,1,0,0
121,19,0,1,0,0,1
99,3,0,1,0,0,1
131,20,0,1,0,0,1
28,8,0,1,0,0,1
2,2,159,0,1,244,0
2,2,100,0,1,0,1
1,1,5690,1,0,0,0
231,9,0,1,0,0,1
236,3,0,1,0,0,1
2,2,1613,1,0,0,0
1,4,1412,1,0,2,0
1,1,1517,1,0,0,0
3,12,4723,1,0,0,0
140,24,0,1,0,0,1
116,14,0,1,0,0,1
261,6,0,1,0,0,1
1,1,416,1,0,0,0
2,3,151,1,0,0,0
109,16,0,1,0,0,1
1,8,3073,1,0,0,0
141,20,0,1,0,0,1
3,14,1096,1,0,0,0
1,1,572,1,0,0,0
1,1,251,0,1,0,0
162,10,0,1,0,0,1
1,6,8,0,0,0,1
141,20,0,1,0,0,1
1,20,8,0,0,0,1
63,24,0,1,0,0,1
5,1,30,0,0,0,0
193,1,0,1,0,0,1
6,21,12683,1,0,0,0
2,11,12379,1,0,0,0
293,25,0,1,0,0,1
1,2,159,0,1,0,0
1,2,1606,1,0,0,0
2,4,1357,1,0,0,0
79,159,176,0,1,0,0
1,1,2779,1,0,0,0
205,9,0,1,0,0,1
2,2,383,1,0,0,0
10,10,2768,1,0,0,0
1,1,0,1,0,0,0
2,2,1759,1,0,0,0
1,3,1840,1,0,1,0
2,4,3717,1,0,0,0
1,2,582,1,0,0,0
7,24,559,1,0,0,0
1,38,3144,1,0,0,0
22,24,983,1,0,0,0
232,237,118,0,1,0,0
111,20,0,1,0,0,1
1,1,0,1,0,0,1
203,17,0,1,0,0,1
2,2,1766,1,0,0,0
1,1,251,0,1,3924,0
1,1,0,1,0,0,0
206,2,0,1,0,0,1
6,6,40223,1,0,0,0
2,41,745,1,0,0,0
193,193,92,0,1,0,0
2,1,146,0,1,0,0
136,6,0,1,0,0,1
7,7,1959,1,0,0,0
114,17,0,1,0,0,1
11,12,540,1,0,0,0
1,1,0,1,0,0,1
8,8,3727,1,0,0,0
1,1,2690,1,0,0,0
196,1,0,1,0,0,1
469,469,1032,0,0,0,1
242,4,0,1,0,0,1
7,7,1043,1,0,0,0
66,281,178,0,1,0,0
4,44,826,1,0,0,0
188,12,0,1,0,0,1
290,8,0,1,0,0,1
1,1,1029,1,0,0,0
1,1,3707,1,0,1,1
71,19,0,1,0,0,1
6,8,1711,1,0,0,0
90,2,0,1,0,0,1
8,8,374,1,0,0,0
107,107,112,0,1,0,0
29,29,465,1,0,0,0
260,6,0,1,0,0,1
184,20,0,1,0,0,1
82,1,0,1,0,0,1
